ec5_branch_owner_uuid,ec5_branch_uuid,created_at,uploaded_at,title,data_rinnovo,validita_rinnovo,nuovi_espatri,note_esp_rinnovi
09b9aa70-b0d8-11ec-89e7-ebf55d6bd56f,1ef21990-b0d8-11ec-89e7-ebf55d6bd56f,2022-03-31T09:51:22.025Z,2022-03-31T09:51:34.000Z,1ef21990-b0d8-11ec-89e7-ebf55d6bd56f,1894,3,"Germania, Austria, Italia",
e56261d0-b0d7-11ec-89e7-ebf55d6bd56f,019354e0-b0d8-11ec-89e7-ebf55d6bd56f,2022-03-31T09:50:32.750Z,2022-03-31T09:50:42.000Z,019354e0-b0d8-11ec-89e7-ebf55d6bd56f,1899,3,Austria-Ungheria,
e56261d0-b0d7-11ec-89e7-ebf55d6bd56f,fafdb170-b0d7-11ec-89e7-ebf55d6bd56f,2022-03-31T09:50:21.703Z,2022-03-31T09:50:43.000Z,fafdb170-b0d7-11ec-89e7-ebf55d6bd56f,1898,1,"Austria, Germania",
e56261d0-b0d7-11ec-89e7-ebf55d6bd56f,f49119d0-b0d7-11ec-89e7-ebf55d6bd56f,2022-03-31T09:50:10.925Z,2022-03-31T09:50:44.000Z,f49119d0-b0d7-11ec-89e7-ebf55d6bd56f,1897,1,Austria-Ungheria,
728b45f0-b0d7-11ec-89e7-ebf55d6bd56f,9628b470-b0d7-11ec-89e7-ebf55d6bd56f,2022-03-31T09:47:32.535Z,2022-03-31T09:47:51.000Z,9628b470-b0d7-11ec-89e7-ebf55d6bd56f,1896,3,Austria-Ungheria,
22eb83c0-b0d7-11ec-89e7-ebf55d6bd56f,41dc8130-b0d7-11ec-89e7-ebf55d6bd56f,2022-03-31T09:45:11.107Z,2022-03-31T09:45:22.000Z,41dc8130-b0d7-11ec-89e7-ebf55d6bd56f,1899,1,America,
22eb83c0-b0d7-11ec-89e7-ebf55d6bd56f,3ba50350-b0d7-11ec-89e7-ebf55d6bd56f,2022-03-31T09:45:00.677Z,2022-03-31T09:45:23.000Z,3ba50350-b0d7-11ec-89e7-ebf55d6bd56f,1898,1,Austria-Ungheria,
22eb83c0-b0d7-11ec-89e7-ebf55d6bd56f,367cd290-b0d7-11ec-89e7-ebf55d6bd56f,2022-03-31T09:44:52.025Z,2022-03-31T09:45:24.000Z,367cd290-b0d7-11ec-89e7-ebf55d6bd56f,1893,3,Europa,
f596e680-b0d6-11ec-89e7-ebf55d6bd56f,08e20490-b0d7-11ec-89e7-ebf55d6bd56f,2022-03-31T09:43:35.513Z,2022-03-31T09:43:48.000Z,08e20490-b0d7-11ec-89e7-ebf55d6bd56f,1895,3,America,
97730430-b0d6-11ec-89e7-ebf55d6bd56f,c3c68520-b0d6-11ec-89e7-ebf55d6bd56f,2022-03-31T09:41:39.570Z,2022-03-31T09:41:52.000Z,c3c68520-b0d6-11ec-89e7-ebf55d6bd56f,1897,1,Austria,
dd900a90-b0d5-11ec-89e7-ebf55d6bd56f,7ce057d0-b0d6-11ec-89e7-ebf55d6bd56f,2022-03-31T09:39:40.621Z,2022-03-31T09:39:51.000Z,7ce057d0-b0d6-11ec-89e7-ebf55d6bd56f,1901,2,Austria-Ungheria,
dd900a90-b0d5-11ec-89e7-ebf55d6bd56f,781bcae0-b0d6-11ec-89e7-ebf55d6bd56f,2022-03-31T09:39:32.622Z,2022-03-31T09:39:51.000Z,781bcae0-b0d6-11ec-89e7-ebf55d6bd56f,1899,1,Europa,
dd900a90-b0d5-11ec-89e7-ebf55d6bd56f,7291cb10-b0d6-11ec-89e7-ebf55d6bd56f,2022-03-31T09:39:23.329Z,2022-03-31T09:39:52.000Z,7291cb10-b0d6-11ec-89e7-ebf55d6bd56f,1895,3,Austria-Ungheria,
dd900a90-b0d5-11ec-89e7-ebf55d6bd56f,65c14e60-b0d6-11ec-89e7-ebf55d6bd56f,2022-03-31T09:39:01.830Z,2022-03-31T09:39:52.000Z,65c14e60-b0d6-11ec-89e7-ebf55d6bd56f,1893,"5 mesi",Austria-Ungheria,
97cab690-b0d5-11ec-89e7-ebf55d6bd56f,a817d6e0-b0d5-11ec-89e7-ebf55d6bd56f,2022-03-31T09:33:43.630Z,2022-03-31T09:34:01.000Z,a817d6e0-b0d5-11ec-89e7-ebf55d6bd56f,1891,"3 mesi","Austria, Italia",
63c9e0a0-b0d5-11ec-89e7-ebf55d6bd56f,8ef423d0-b0d5-11ec-89e7-ebf55d6bd56f,2022-03-31T09:33:01.453Z,2022-03-31T09:33:12.000Z,8ef423d0-b0d5-11ec-89e7-ebf55d6bd56f,1898,3,Austria-Ungheria,
63c9e0a0-b0d5-11ec-89e7-ebf55d6bd56f,890324d0-b0d5-11ec-89e7-ebf55d6bd56f,2022-03-31T09:32:51.485Z,2022-03-31T09:33:13.000Z,890324d0-b0d5-11ec-89e7-ebf55d6bd56f,1895,3,Austria-Ungheria,
63c9e0a0-b0d5-11ec-89e7-ebf55d6bd56f,832363e0-b0d5-11ec-89e7-ebf55d6bd56f,2022-03-31T09:32:41.630Z,2022-03-31T09:33:13.000Z,832363e0-b0d5-11ec-89e7-ebf55d6bd56f,1892,1,"Austria, Germania",
63c9e0a0-b0d5-11ec-89e7-ebf55d6bd56f,7b53b9d0-b0d5-11ec-89e7-ebf55d6bd56f,2022-03-31T09:32:28.525Z,2022-03-31T09:33:14.000Z,7b53b9d0-b0d5-11ec-89e7-ebf55d6bd56f,1890,"5 mesi",,
f3f5a480-b0d4-11ec-89e7-ebf55d6bd56f,08490ad0-b0d5-11ec-89e7-ebf55d6bd56f,2022-03-31T09:29:15.517Z,2022-03-31T09:29:28.000Z,08490ad0-b0d5-11ec-89e7-ebf55d6bd56f,1892,1,Austria-Ungheria,
a7fa75c0-b0d3-11ec-89e7-ebf55d6bd56f,b79a1800-b0d3-11ec-89e7-ebf55d6bd56f,2022-03-31T09:19:50.656Z,2022-03-31T09:20:00.000Z,b79a1800-b0d3-11ec-89e7-ebf55d6bd56f,1899,3,Austria-Ungheria,
a1bb1a90-b0d1-11ec-89e7-ebf55d6bd56f,bd208040-b0d1-11ec-89e7-ebf55d6bd56f,2022-03-31T09:05:40.932Z,2022-03-31T09:05:51.000Z,bd208040-b0d1-11ec-89e7-ebf55d6bd56f,1891,1,,
d7f708e0-b0d0-11ec-89e7-ebf55d6bd56f,31222ee0-b0d1-11ec-89e7-ebf55d6bd56f,2022-03-31T09:01:46.062Z,2022-03-31T09:02:08.000Z,31222ee0-b0d1-11ec-89e7-ebf55d6bd56f,1893,1,"Austria, Ungheria",
d7f708e0-b0d0-11ec-89e7-ebf55d6bd56f,2b265a70-b0d1-11ec-89e7-ebf55d6bd56f,2022-03-31T09:01:36.023Z,2022-03-31T09:02:08.000Z,2b265a70-b0d1-11ec-89e7-ebf55d6bd56f,1891,1,"Austria, Germania",
35c4f870-b0d0-11ec-89e7-ebf55d6bd56f,a36f4fb0-b0d0-11ec-89e7-ebf55d6bd56f,2022-03-31T08:57:48.331Z,2022-03-31T08:58:02.000Z,a36f4fb0-b0d0-11ec-89e7-ebf55d6bd56f,1891,3,"Austria, Germania",
4a0dcce0-b0cf-11ec-89e7-ebf55d6bd56f,00dd1de0-b0d0-11ec-89e7-ebf55d6bd56f,2022-03-31T08:53:15.582Z,2022-03-31T08:53:30.000Z,00dd1de0-b0d0-11ec-89e7-ebf55d6bd56f,1899,3,"Austria, Ungheria",
4a0dcce0-b0cf-11ec-89e7-ebf55d6bd56f,fb1551c0-b0cf-11ec-89e7-ebf55d6bd56f,2022-03-31T08:53:05.884Z,2022-03-31T08:53:31.000Z,fb1551c0-b0cf-11ec-89e7-ebf55d6bd56f,1897,3,Austria,
4a0dcce0-b0cf-11ec-89e7-ebf55d6bd56f,f5bd3760-b0cf-11ec-89e7-ebf55d6bd56f,2022-03-31T08:52:56.918Z,2022-03-31T08:53:31.000Z,f5bd3760-b0cf-11ec-89e7-ebf55d6bd56f,1894,3,Austria-Ungheria,
4a0dcce0-b0cf-11ec-89e7-ebf55d6bd56f,efcfbad0-b0cf-11ec-89e7-ebf55d6bd56f,2022-03-31T08:52:46.973Z,2022-03-31T08:53:32.000Z,efcfbad0-b0cf-11ec-89e7-ebf55d6bd56f,1892,3,Austria-Ungheria,
4a0dcce0-b0cf-11ec-89e7-ebf55d6bd56f,e9b588f0-b0cf-11ec-89e7-ebf55d6bd56f,2022-03-31T08:52:36.735Z,2022-03-31T08:53:32.000Z,e9b588f0-b0cf-11ec-89e7-ebf55d6bd56f,1891,3,Austria-Ungheria,
ed63e060-b0ce-11ec-89e7-ebf55d6bd56f,0e3c1460-b0cf-11ec-89e7-ebf55d6bd56f,2022-03-31T08:46:28.518Z,2022-03-31T08:46:40.000Z,0e3c1460-b0cf-11ec-89e7-ebf55d6bd56f,1901,3,Austria-Ungheria,
ed63e060-b0ce-11ec-89e7-ebf55d6bd56f,075f55d0-b0cf-11ec-89e7-ebf55d6bd56f,2022-03-31T08:46:17.005Z,2022-03-31T08:46:40.000Z,075f55d0-b0cf-11ec-89e7-ebf55d6bd56f,1899,3,"Austria, Italia",
ed63e060-b0ce-11ec-89e7-ebf55d6bd56f,ff0fa650-b0ce-11ec-89e7-ebf55d6bd56f,2022-03-31T08:46:03.061Z,2022-03-31T08:46:41.000Z,ff0fa650-b0ce-11ec-89e7-ebf55d6bd56f,1896,3,Austria,
b04a1780-b0ce-11ec-89e7-ebf55d6bd56f,c1908bf0-b0ce-11ec-89e7-ebf55d6bd56f,2022-03-31T08:44:19.887Z,2022-03-31T08:44:30.000Z,c1908bf0-b0ce-11ec-89e7-ebf55d6bd56f,1898,3,America,
686868a0-b0cd-11ec-89e7-ebf55d6bd56f,f6a25220-b0cd-11ec-89e7-ebf55d6bd56f,2022-03-31T08:38:39.426Z,2022-03-31T08:38:49.000Z,f6a25220-b0cd-11ec-89e7-ebf55d6bd56f,1900,1,Austria-Ungheria,
686868a0-b0cd-11ec-89e7-ebf55d6bd56f,ee07de00-b0cd-11ec-89e7-ebf55d6bd56f,2022-03-31T08:38:24.993Z,2022-03-31T08:38:50.000Z,ee07de00-b0cd-11ec-89e7-ebf55d6bd56f,1894,1,"Austria, Italia",
686868a0-b0cd-11ec-89e7-ebf55d6bd56f,e8c101b0-b0cd-11ec-89e7-ebf55d6bd56f,2022-03-31T08:38:16.139Z,2022-03-31T08:38:50.000Z,e8c101b0-b0cd-11ec-89e7-ebf55d6bd56f,1891,3,"Austria, Italia",
464b0a70-b0cd-11ec-89e7-ebf55d6bd56f,5bee2240-b0cd-11ec-89e7-ebf55d6bd56f,2022-03-31T08:34:19.876Z,2022-03-31T08:34:37.000Z,5bee2240-b0cd-11ec-89e7-ebf55d6bd56f,1892,1,Austria-Ungheria,
464b0a70-b0cd-11ec-89e7-ebf55d6bd56f,56a3c380-b0cd-11ec-89e7-ebf55d6bd56f,2022-03-31T08:34:11.000Z,2022-03-31T08:34:38.000Z,56a3c380-b0cd-11ec-89e7-ebf55d6bd56f,1891,1,Austria-Ungheria,
3ac24570-b0cc-11ec-89e7-ebf55d6bd56f,c09e9cc0-b0cc-11ec-89e7-ebf55d6bd56f,2022-03-31T08:29:59.308Z,2022-03-31T08:30:22.000Z,c09e9cc0-b0cc-11ec-89e7-ebf55d6bd56f,1900,3,Europa,
f16a7150-b0ca-11ec-89e7-ebf55d6bd56f,ef6201b0-b0cb-11ec-89e7-ebf55d6bd56f,2022-03-31T08:24:08.267Z,2022-03-31T08:24:19.000Z,ef6201b0-b0cb-11ec-89e7-ebf55d6bd56f,1899,3,Europa,
f16a7150-b0ca-11ec-89e7-ebf55d6bd56f,e94b5240-b0cb-11ec-89e7-ebf55d6bd56f,2022-03-31T08:23:58.052Z,2022-03-31T08:24:20.000Z,e94b5240-b0cb-11ec-89e7-ebf55d6bd56f,1895,3,Europa,
d6029aa0-b0ca-11ec-89e7-ebf55d6bd56f,e711f980-b0ca-11ec-89e7-ebf55d6bd56f,2022-03-31T08:16:44.824Z,2022-03-31T08:17:00.000Z,e711f980-b0ca-11ec-89e7-ebf55d6bd56f,1901,3,Austria-Ungheria,
b7fc7260-b0ca-11ec-89e7-ebf55d6bd56f,ce35fdd0-b0ca-11ec-89e7-ebf55d6bd56f,2022-03-31T08:16:03.117Z,2022-03-31T08:16:14.000Z,ce35fdd0-b0ca-11ec-89e7-ebf55d6bd56f,1894,3,Austria-Ungheria,
5b227530-b0ca-11ec-89e7-ebf55d6bd56f,70a5d000-b0ca-11ec-89e7-ebf55d6bd56f,2022-03-31T08:13:26.144Z,2022-03-31T08:13:36.000Z,70a5d000-b0ca-11ec-89e7-ebf55d6bd56f,1891,1,"Austria, Germania",
1c4c0830-b0ca-11ec-89e7-ebf55d6bd56f,40084950-b0ca-11ec-89e7-ebf55d6bd56f,2022-03-31T08:12:04.581Z,2022-03-31T08:12:16.000Z,40084950-b0ca-11ec-89e7-ebf55d6bd56f,1895,3,Austria-Ungheria,
2c8dd350-b0c9-11ec-89e7-ebf55d6bd56f,49a52ec0-b0c9-11ec-89e7-ebf55d6bd56f,2022-03-31T08:05:11.212Z,2022-03-31T08:05:28.000Z,49a52ec0-b0c9-11ec-89e7-ebf55d6bd56f,1899,1,Austria-Ungheria,
0b36f970-b0c9-11ec-89e7-ebf55d6bd56f,23004ca0-b0c9-11ec-89e7-ebf55d6bd56f,2022-03-31T08:04:06.378Z,2022-03-31T08:04:20.000Z,23004ca0-b0c9-11ec-89e7-ebf55d6bd56f,1900,1,Austria-Ungheria,
bc3122c0-b0c7-11ec-89e7-ebf55d6bd56f,7ef2c570-b0c8-11ec-89e7-ebf55d6bd56f,2022-03-31T07:59:31.143Z,2022-03-31T07:59:49.000Z,7ef2c570-b0c8-11ec-89e7-ebf55d6bd56f,1899,1,Austria-Ungheria,
bc3122c0-b0c7-11ec-89e7-ebf55d6bd56f,79e65a10-b0c8-11ec-89e7-ebf55d6bd56f,2022-03-31T07:59:22.673Z,2022-03-31T07:59:50.000Z,79e65a10-b0c8-11ec-89e7-ebf55d6bd56f,1898,1,Austria-Ungheria,
bc3122c0-b0c7-11ec-89e7-ebf55d6bd56f,72562a00-b0c8-11ec-89e7-ebf55d6bd56f,2022-03-31T07:59:09.984Z,2022-03-31T07:59:50.000Z,72562a00-b0c8-11ec-89e7-ebf55d6bd56f,1897,1,Austria-Ungheria,
847bf760-b0c7-11ec-89e7-ebf55d6bd56f,9ceb2780-b0c7-11ec-89e7-ebf55d6bd56f,2022-03-31T07:53:11.928Z,2022-03-31T07:53:22.000Z,9ceb2780-b0c7-11ec-89e7-ebf55d6bd56f,1898,3,Europa,
847bf760-b0c7-11ec-89e7-ebf55d6bd56f,96368a60-b0c7-11ec-89e7-ebf55d6bd56f,2022-03-31T07:53:00.678Z,2022-03-31T07:53:22.000Z,96368a60-b0c7-11ec-89e7-ebf55d6bd56f,1894,3,Europa,
f08b7fd0-b0c6-11ec-89e7-ebf55d6bd56f,3a4602d0-b0c7-11ec-89e7-ebf55d6bd56f,2022-03-31T07:50:26.429Z,2022-03-31T07:50:39.000Z,3a4602d0-b0c7-11ec-89e7-ebf55d6bd56f,1900,1,Austria-Ungheria,
f08b7fd0-b0c6-11ec-89e7-ebf55d6bd56f,33f50980-b0c7-11ec-89e7-ebf55d6bd56f,2022-03-31T07:50:15.832Z,2022-03-31T07:50:40.000Z,33f50980-b0c7-11ec-89e7-ebf55d6bd56f,1898,1,Austria-Ungheria,
f08b7fd0-b0c6-11ec-89e7-ebf55d6bd56f,2e05b830-b0c7-11ec-89e7-ebf55d6bd56f,2022-03-31T07:50:05.875Z,2022-03-31T07:50:40.000Z,2e05b830-b0c7-11ec-89e7-ebf55d6bd56f,1897,1,Austria-Ungheria,
f08b7fd0-b0c6-11ec-89e7-ebf55d6bd56f,25bdd0e0-b0c7-11ec-89e7-ebf55d6bd56f,2022-03-31T07:49:51.982Z,2022-03-31T07:50:41.000Z,25bdd0e0-b0c7-11ec-89e7-ebf55d6bd56f,1896,1,Austria-Ungheria,
f08b7fd0-b0c6-11ec-89e7-ebf55d6bd56f,2180ea80-b0c7-11ec-89e7-ebf55d6bd56f,2022-03-31T07:49:44.872Z,2022-03-31T07:50:41.000Z,2180ea80-b0c7-11ec-89e7-ebf55d6bd56f,1895,1,Austria-Ungheria,
f08b7fd0-b0c6-11ec-89e7-ebf55d6bd56f,1895be50-b0c7-11ec-89e7-ebf55d6bd56f,2022-03-31T07:49:29.909Z,2022-03-31T07:50:42.000Z,1895be50-b0c7-11ec-89e7-ebf55d6bd56f,1894,1,Austria-Ungheria,
f08b7fd0-b0c6-11ec-89e7-ebf55d6bd56f,11f40cf0-b0c7-11ec-89e7-ebf55d6bd56f,2022-03-31T07:49:18.783Z,2022-03-31T07:50:43.000Z,11f40cf0-b0c7-11ec-89e7-ebf55d6bd56f,1893,1,"Austria, Germania",
f08b7fd0-b0c6-11ec-89e7-ebf55d6bd56f,075ba5f0-b0c7-11ec-89e7-ebf55d6bd56f,2022-03-31T07:49:01.008Z,2022-03-31T07:50:43.000Z,075ba5f0-b0c7-11ec-89e7-ebf55d6bd56f,1893,1,"Svizzera, Germania, Austria",
f08b7fd0-b0c6-11ec-89e7-ebf55d6bd56f,01925330-b0c7-11ec-89e7-ebf55d6bd56f,2022-03-31T07:48:51.299Z,2022-03-31T07:50:44.000Z,01925330-b0c7-11ec-89e7-ebf55d6bd56f,1891,2,"Austria, Germania",
5fec0800-b0c6-11ec-89e7-ebf55d6bd56f,b6f7a960-b0c6-11ec-89e7-ebf55d6bd56f,2022-03-31T07:46:46.134Z,2022-03-31T07:46:57.000Z,b6f7a960-b0c6-11ec-89e7-ebf55d6bd56f,1891,1,"Austria, Germania",
feca00e0-b0c5-11ec-89e7-ebf55d6bd56f,21a22390-b0c6-11ec-89e7-ebf55d6bd56f,2022-03-31T07:42:35.593Z,2022-03-31T07:42:46.000Z,21a22390-b0c6-11ec-89e7-ebf55d6bd56f,1895,1,Austria-Ungheria,
feca00e0-b0c5-11ec-89e7-ebf55d6bd56f,1b8cfac0-b0c6-11ec-89e7-ebf55d6bd56f,2022-03-31T07:42:25.388Z,2022-03-31T07:42:47.000Z,1b8cfac0-b0c6-11ec-89e7-ebf55d6bd56f,1891,1,"Austria, Germania",
df287820-b0c5-11ec-89e7-ebf55d6bd56f,f68e2780-b0c5-11ec-89e7-ebf55d6bd56f,2022-03-31T07:41:23.320Z,2022-03-31T07:41:34.000Z,f68e2780-b0c5-11ec-89e7-ebf55d6bd56f,1896,3,Austria-Ungheria,
df287820-b0c5-11ec-89e7-ebf55d6bd56f,f0d29060-b0c5-11ec-89e7-ebf55d6bd56f,2022-03-31T07:41:13.702Z,2022-03-31T07:41:35.000Z,f0d29060-b0c5-11ec-89e7-ebf55d6bd56f,1893,3,Austria-Ungheria,
ae034ae0-b0c5-11ec-89e7-ebf55d6bd56f,bef90740-b0c5-11ec-89e7-ebf55d6bd56f,2022-03-31T07:39:50.068Z,2022-03-31T07:40:06.000Z,bef90740-b0c5-11ec-89e7-ebf55d6bd56f,1894,3,"Austria, Italia, Francia",
ed20b350-b0c2-11ec-89e7-ebf55d6bd56f,ffccf950-b0c2-11ec-89e7-ebf55d6bd56f,2022-03-31T07:20:10.341Z,2022-03-31T07:20:24.000Z,ffccf950-b0c2-11ec-89e7-ebf55d6bd56f,1893,3,Austria,
d0bca250-b0c2-11ec-89e7-ebf55d6bd56f,e343fb30-b0c2-11ec-89e7-ebf55d6bd56f,2022-03-31T07:19:22.467Z,2022-03-31T07:19:37.000Z,e343fb30-b0c2-11ec-89e7-ebf55d6bd56f,1895,1,Europa,
b1ee9630-b0c2-11ec-89e7-ebf55d6bd56f,c8fc3a80-b0c2-11ec-89e7-ebf55d6bd56f,2022-03-31T07:18:38.376Z,2022-03-31T07:18:49.000Z,c8fc3a80-b0c2-11ec-89e7-ebf55d6bd56f,1897,3,Europa,
8d11c9e0-b0c2-11ec-89e7-ebf55d6bd56f,a880cc80-b0c2-11ec-89e7-ebf55d6bd56f,2022-03-31T07:17:43.880Z,2022-03-31T07:17:53.000Z,a880cc80-b0c2-11ec-89e7-ebf55d6bd56f,1900,1,Austria-Ungheria,
8d11c9e0-b0c2-11ec-89e7-ebf55d6bd56f,a2e91110-b0c2-11ec-89e7-ebf55d6bd56f,2022-03-31T07:17:34.497Z,2022-03-31T07:17:54.000Z,a2e91110-b0c2-11ec-89e7-ebf55d6bd56f,1892,1,Austria-Ungheria,
72aeb900-b0c2-11ec-89e7-ebf55d6bd56f,83916290-b0c2-11ec-89e7-ebf55d6bd56f,2022-03-31T07:16:41.913Z,2022-03-31T07:16:53.000Z,83916290-b0c2-11ec-89e7-ebf55d6bd56f,1898,1,Austria-Ungheria,
5629b280-b0c2-11ec-89e7-ebf55d6bd56f,6b45e710-b0c2-11ec-89e7-ebf55d6bd56f,2022-03-31T07:16:01.153Z,2022-03-31T07:16:11.000Z,6b45e710-b0c2-11ec-89e7-ebf55d6bd56f,1893,3,Italia,
2fa59ed0-b0c2-11ec-89e7-ebf55d6bd56f,4cf87ca0-b0c2-11ec-89e7-ebf55d6bd56f,2022-03-31T07:15:10.314Z,2022-03-31T07:15:22.000Z,4cf87ca0-b0c2-11ec-89e7-ebf55d6bd56f,1894,1,Austria-Ungheria,
2fa59ed0-b0c2-11ec-89e7-ebf55d6bd56f,47d7c5f0-b0c2-11ec-89e7-ebf55d6bd56f,2022-03-31T07:15:01.711Z,2022-03-31T07:15:23.000Z,47d7c5f0-b0c2-11ec-89e7-ebf55d6bd56f,1892,2,Austria,
ed21e140-b0c1-11ec-a86e-9189f821f93a,088a5430-b0c2-11ec-a86e-9189f821f93a,2022-03-31T07:13:15.507Z,2022-03-31T07:13:26.000Z,088a5430-b0c2-11ec-a86e-9189f821f93a,1894,3,Austria-Ungheria,
914656d0-b049-11ec-a86e-9189f821f93a,ac45cec0-b049-11ec-a86e-9189f821f93a,2022-03-30T16:51:41.100Z,2022-03-30T16:51:57.000Z,ac45cec0-b049-11ec-a86e-9189f821f93a,1897,1,"Austria, Italia",
914656d0-b049-11ec-a86e-9189f821f93a,a3746c20-b049-11ec-a86e-9189f821f93a,2022-03-30T16:51:26.306Z,2022-03-30T16:51:58.000Z,a3746c20-b049-11ec-a86e-9189f821f93a,1893,1,"Austria, Italia",
66094ef0-b049-11ec-a86e-9189f821f93a,764de3c0-b049-11ec-a86e-9189f821f93a,2022-03-30T16:50:10.556Z,2022-03-30T16:50:23.000Z,764de3c0-b049-11ec-a86e-9189f821f93a,1893,3,"Austria, Italia",
fe6af8c0-b048-11ec-a86e-9189f821f93a,2b196af0-b049-11ec-a86e-9189f821f93a,2022-03-30T16:48:04.383Z,2022-03-30T16:48:18.000Z,2b196af0-b049-11ec-a86e-9189f821f93a,1893,3,"Germania, Italia",
fe6af8c0-b048-11ec-a86e-9189f821f93a,206c4370-b049-11ec-a86e-9189f821f93a,2022-03-30T16:47:46.471Z,2022-03-30T16:48:18.000Z,206c4370-b049-11ec-a86e-9189f821f93a,1898,3,"Austria, Germania",
fe6af8c0-b048-11ec-a86e-9189f821f93a,1b4460d0-b049-11ec-a86e-9189f821f93a,2022-03-30T16:47:37.821Z,2022-03-30T16:48:19.000Z,1b4460d0-b049-11ec-a86e-9189f821f93a,1898,3,Europa,
fe6af8c0-b048-11ec-a86e-9189f821f93a,15c117c0-b049-11ec-a86e-9189f821f93a,2022-03-30T16:47:28.572Z,2022-03-30T16:48:19.000Z,15c117c0-b049-11ec-a86e-9189f821f93a,1895,3,Europa,
fe6af8c0-b048-11ec-a86e-9189f821f93a,0f562dd0-b049-11ec-a86e-9189f821f93a,2022-03-30T16:47:17.805Z,2022-03-30T16:48:20.000Z,0f562dd0-b049-11ec-a86e-9189f821f93a,1894,3,Europa,
e42d4a30-b048-11ec-a86e-9189f821f93a,f4bf89d0-b048-11ec-a86e-9189f821f93a,2022-03-30T16:46:33.197Z,2022-03-30T16:46:46.000Z,f4bf89d0-b048-11ec-a86e-9189f821f93a,1893,3,Europa,
9c6ce980-b048-11ec-a86e-9189f821f93a,ab0d1d20-b048-11ec-a86e-9189f821f93a,2022-03-30T16:44:29.554Z,2022-03-30T16:44:42.000Z,ab0d1d20-b048-11ec-a86e-9189f821f93a,1898,3,Europa,
5f5ff1e0-b048-11ec-a86e-9189f821f93a,7d942f00-b048-11ec-a86e-9189f821f93a,2022-03-30T16:43:13.264Z,2022-03-30T16:43:26.000Z,7d942f00-b048-11ec-a86e-9189f821f93a,1900,3,Austria,
5f5ff1e0-b048-11ec-a86e-9189f821f93a,78054d30-b048-11ec-a86e-9189f821f93a,2022-03-30T16:43:03.939Z,2022-03-30T16:43:27.000Z,78054d30-b048-11ec-a86e-9189f821f93a,1895,3,Europa,
5f5ff1e0-b048-11ec-a86e-9189f821f93a,7291e2a0-b048-11ec-a86e-9189f821f93a,2022-03-30T16:42:54.794Z,2022-03-30T16:43:27.000Z,7291e2a0-b048-11ec-a86e-9189f821f93a,1891,3,Austria,
2b97b820-b048-11ec-a86e-9189f821f93a,4038a230-b048-11ec-a86e-9189f821f93a,2022-03-30T16:41:30.323Z,2022-03-30T16:41:42.000Z,4038a230-b048-11ec-a86e-9189f821f93a,1895,3,Europa,
2b97b820-b048-11ec-a86e-9189f821f93a,3af6a7e0-b048-11ec-a86e-9189f821f93a,2022-03-30T16:41:21.503Z,2022-03-30T16:41:42.000Z,3af6a7e0-b048-11ec-a86e-9189f821f93a,1892,3,Europa,
e343ca00-b047-11ec-a86e-9189f821f93a,0e690420-b048-11ec-a86e-9189f821f93a,2022-03-30T16:40:06.754Z,2022-03-30T16:40:17.000Z,0e690420-b048-11ec-a86e-9189f821f93a,1901,1,Europa,
e343ca00-b047-11ec-a86e-9189f821f93a,08aa11a0-b048-11ec-a86e-9189f821f93a,2022-03-30T16:39:57.114Z,2022-03-30T16:40:18.000Z,08aa11a0-b048-11ec-a86e-9189f821f93a,1898,1,Austria-Ungheria,
e343ca00-b047-11ec-a86e-9189f821f93a,03d46db0-b048-11ec-a86e-9189f821f93a,2022-03-30T16:39:49.003Z,2022-03-30T16:40:19.000Z,03d46db0-b048-11ec-a86e-9189f821f93a,1897,1,Austria-Ungheria,
e343ca00-b047-11ec-a86e-9189f821f93a,fb800340-b047-11ec-a86e-9189f821f93a,2022-03-30T16:39:35.028Z,2022-03-30T16:40:19.000Z,fb800340-b047-11ec-a86e-9189f821f93a,1894,"5 mesi",Austria-Ungheria,
e343ca00-b047-11ec-a86e-9189f821f93a,f3ec02a0-b047-11ec-a86e-9189f821f93a,2022-03-30T16:39:22.314Z,2022-03-30T16:40:20.000Z,f3ec02a0-b047-11ec-a86e-9189f821f93a,1893,"6 mesi","Austria, Ungheria",
b812a900-b047-11ec-a86e-9189f821f93a,dac31f70-b047-11ec-a86e-9189f821f93a,2022-03-30T16:38:40.103Z,2022-03-30T16:38:52.000Z,dac31f70-b047-11ec-a86e-9189f821f93a,1900,3,Europa,
b812a900-b047-11ec-a86e-9189f821f93a,d4439c10-b047-11ec-a86e-9189f821f93a,2022-03-30T16:38:29.201Z,2022-03-30T16:38:52.000Z,d4439c10-b047-11ec-a86e-9189f821f93a,1897,3,"Austria, Germania",
b812a900-b047-11ec-a86e-9189f821f93a,ccbf52e0-b047-11ec-a86e-9189f821f93a,2022-03-30T16:38:16.590Z,2022-03-30T16:38:53.000Z,ccbf52e0-b047-11ec-a86e-9189f821f93a,1892,1,"Austria, Germania",
95b61ef0-b047-11ec-a86e-9189f821f93a,ac696e40-b047-11ec-a86e-9189f821f93a,2022-03-30T16:37:22.340Z,2022-03-30T16:37:38.000Z,ac696e40-b047-11ec-a86e-9189f821f93a,1899,3,Europa,
