ec5_branch_owner_uuid,ec5_branch_uuid,created_at,uploaded_at,title,data_rinnovo,validita_rinnovo,nuovi_espatri,note_esp_rinnovi
8ba1a730-82a3-11ec-bd8d-7f6eb22e9ac7,b18f2030-82a3-11ec-bd8d-7f6eb22e9ac7,2022-01-31T14:40:11.187Z,2022-01-31T14:40:40.000Z,b18f2030-82a3-11ec-bd8d-7f6eb22e9ac7,1899,1,"Austria-Ungheria, Germania",
8ba1a730-82a3-11ec-bd8d-7f6eb22e9ac7,ab8eb7e0-82a3-11ec-bd8d-7f6eb22e9ac7,2022-01-31T14:40:01.118Z,2022-01-31T14:40:40.000Z,ab8eb7e0-82a3-11ec-bd8d-7f6eb22e9ac7,1896,3,"Austria-Ungheria, Germania",
8ba1a730-82a3-11ec-bd8d-7f6eb22e9ac7,a5547ae0-82a3-11ec-bd8d-7f6eb22e9ac7,2022-01-31T14:39:50.670Z,2022-01-31T14:40:41.000Z,a5547ae0-82a3-11ec-bd8d-7f6eb22e9ac7,1893,1,Austria-Ungheria,
963db780-827e-11ec-bd8d-7f6eb22e9ac7,af63b480-827e-11ec-bd8d-7f6eb22e9ac7,2022-01-31T10:15:16.168Z,2022-01-31T10:15:31.000Z,af63b480-827e-11ec-bd8d-7f6eb22e9ac7,1897,3,Europa,
963db780-827e-11ec-bd8d-7f6eb22e9ac7,a9589dd0-827e-11ec-bd8d-7f6eb22e9ac7,2022-01-31T10:15:06.029Z,2022-01-31T10:15:31.000Z,a9589dd0-827e-11ec-bd8d-7f6eb22e9ac7,1892,3,Austria-Ungheria,
30ceeb80-827e-11ec-bd8d-7f6eb22e9ac7,665e50b0-827e-11ec-bd8d-7f6eb22e9ac7,2022-01-31T10:13:13.659Z,2022-01-31T10:13:33.000Z,665e50b0-827e-11ec-bd8d-7f6eb22e9ac7,1902,3,Europa,
6d8e54d0-827d-11ec-bd8d-7f6eb22e9ac7,9adadbc0-827d-11ec-bd8d-7f6eb22e9ac7,2022-01-31T10:07:32.220Z,2022-01-31T10:07:56.000Z,9adadbc0-827d-11ec-bd8d-7f6eb22e9ac7,1895,"4 mesi","Austria, Ungheria, Italia",
6d8e54d0-827d-11ec-bd8d-7f6eb22e9ac7,916a2be0-827d-11ec-bd8d-7f6eb22e9ac7,2022-01-31T10:07:16.382Z,2022-01-31T10:07:57.000Z,916a2be0-827d-11ec-bd8d-7f6eb22e9ac7,1894,"6 mesi","Austria-Ungheria, Italia",
6d8e54d0-827d-11ec-bd8d-7f6eb22e9ac7,8acd3570-827d-11ec-bd8d-7f6eb22e9ac7,2022-01-31T10:07:05.287Z,2022-01-31T10:07:57.000Z,8acd3570-827d-11ec-bd8d-7f6eb22e9ac7,1893,1,"Austria-Ungheria, Italia",
6d8e54d0-827d-11ec-bd8d-7f6eb22e9ac7,8403d7d0-827d-11ec-bd8d-7f6eb22e9ac7,2022-01-31T10:06:53.901Z,2022-01-31T10:07:58.000Z,8403d7d0-827d-11ec-bd8d-7f6eb22e9ac7,1891,2,"Austria-Ungheria, Italia",
23b4b110-827d-11ec-bd8d-7f6eb22e9ac7,46955f40-827d-11ec-bd8d-7f6eb22e9ac7,2022-01-31T10:05:10.836Z,2022-01-31T10:05:29.000Z,46955f40-827d-11ec-bd8d-7f6eb22e9ac7,1898,1,Austria-Ungheria,
23b4b110-827d-11ec-bd8d-7f6eb22e9ac7,41310fe0-827d-11ec-bd8d-7f6eb22e9ac7,2022-01-31T10:05:01.790Z,2022-01-31T10:05:29.000Z,41310fe0-827d-11ec-bd8d-7f6eb22e9ac7,1897,1,Austria-Ungheria,
23b4b110-827d-11ec-bd8d-7f6eb22e9ac7,3a81c9f0-827d-11ec-bd8d-7f6eb22e9ac7,2022-01-31T10:04:50.575Z,2022-01-31T10:05:30.000Z,3a81c9f0-827d-11ec-bd8d-7f6eb22e9ac7,1896,1,Europa,
02b2fc10-827d-11ec-bd8d-7f6eb22e9ac7,1870c7d0-827d-11ec-bd8d-7f6eb22e9ac7,2022-01-31T10:03:53.422Z,2022-01-31T10:04:13.000Z,1870c7d0-827d-11ec-bd8d-7f6eb22e9ac7,1896,"5 mesi",Austria-Ungheria,
37cd74d0-827c-11ec-bd8d-7f6eb22e9ac7,4adcc260-827c-11ec-bd8d-7f6eb22e9ac7,2022-01-31T09:58:08.518Z,2022-01-31T09:58:24.000Z,4adcc260-827c-11ec-bd8d-7f6eb22e9ac7,1896,1,Austria-Ungheria,
c2a08210-827b-11ec-bd8d-7f6eb22e9ac7,2b24cb70-827c-11ec-bd8d-7f6eb22e9ac7,2022-01-31T09:57:15.303Z,2022-01-31T09:57:37.000Z,2b24cb70-827c-11ec-bd8d-7f6eb22e9ac7,1893,1,"Austria-Ungheria, Germania",
c2a08210-827b-11ec-bd8d-7f6eb22e9ac7,21de86f0-827c-11ec-bd8d-7f6eb22e9ac7,2022-01-31T09:56:59.743Z,2022-01-31T09:57:37.000Z,21de86f0-827c-11ec-bd8d-7f6eb22e9ac7,1892,1,Austria-Ungheria,
c2a08210-827b-11ec-bd8d-7f6eb22e9ac7,1b6b86b0-827c-11ec-bd8d-7f6eb22e9ac7,2022-01-31T09:56:48.923Z,2022-01-31T09:57:38.000Z,1b6b86b0-827c-11ec-bd8d-7f6eb22e9ac7,1890,3,Austria-Ungheria,
a0dcee90-8279-11ec-bd8d-7f6eb22e9ac7,8968a3c0-827a-11ec-bd8d-7f6eb22e9ac7,2022-01-31T09:45:34.460Z,2022-01-31T09:45:58.000Z,8968a3c0-827a-11ec-bd8d-7f6eb22e9ac7,1891,"3 mesi","Austria-Ungheria, Germania",
a1a75560-8277-11ec-bd8d-7f6eb22e9ac7,b6c73370-8277-11ec-bd8d-7f6eb22e9ac7,2022-01-31T09:25:22.087Z,2022-01-31T09:25:39.000Z,b6c73370-8277-11ec-bd8d-7f6eb22e9ac7,1895,1,Austria-Ungheria,
7ebb3580-8277-11ec-bd8d-7f6eb22e9ac7,95c900e0-8277-11ec-bd8d-7f6eb22e9ac7,2022-01-31T09:24:26.735Z,2022-01-31T09:24:48.000Z,95c900e0-8277-11ec-bd8d-7f6eb22e9ac7,1897,1,"Austria-Ungheria, Germania",
3ab6cb60-8277-11ec-bd8d-7f6eb22e9ac7,72db5a60-8277-11ec-bd8d-7f6eb22e9ac7,2022-01-31T09:23:28.135Z,2022-01-31T09:23:47.000Z,72db5a60-8277-11ec-bd8d-7f6eb22e9ac7,1890,1,Austria-Ungheria,
a431cde0-81d4-11ec-b2a0-41fec27194ff,d31150e0-81d4-11ec-b2a0-41fec27194ff,2022-01-30T13:59:21.582Z,2022-01-30T13:59:54.000Z,d31150e0-81d4-11ec-b2a0-41fec27194ff,1894,"4 mesi",Europa,
a431cde0-81d4-11ec-b2a0-41fec27194ff,c5cc4070-81d4-11ec-b2a0-41fec27194ff,2022-01-30T13:58:59.319Z,2022-01-30T13:59:55.000Z,c5cc4070-81d4-11ec-b2a0-41fec27194ff,1890,1,"Austria-Ungheria, Germania",
6de189b0-81d4-11ec-b2a0-41fec27194ff,9119cdc0-81d4-11ec-b2a0-41fec27194ff,2022-01-30T13:57:30.908Z,2022-01-30T13:57:59.000Z,9119cdc0-81d4-11ec-b2a0-41fec27194ff,1896,1,"Austria-Ungheria, Italia",
6de189b0-81d4-11ec-b2a0-41fec27194ff,8a6a87d0-81d4-11ec-b2a0-41fec27194ff,2022-01-30T13:57:19.693Z,2022-01-30T13:58:00.000Z,8a6a87d0-81d4-11ec-b2a0-41fec27194ff,1891,1,,
3ee3a940-81d4-11ec-b2a0-41fec27194ff,58889a40-81d4-11ec-b2a0-41fec27194ff,2022-01-30T13:55:56.004Z,2022-01-30T13:56:29.000Z,58889a40-81d4-11ec-b2a0-41fec27194ff,1893,1,Europa,
e9e36840-81d3-11ec-b2a0-41fec27194ff,082d9e60-81d4-11ec-b2a0-41fec27194ff,2022-01-30T13:53:41.190Z,2022-01-30T13:54:09.000Z,082d9e60-81d4-11ec-b2a0-41fec27194ff,1897,1,Austria-Ungheria,
bf3050e0-81d3-11ec-b2a0-41fec27194ff,d8418d60-81d3-11ec-b2a0-41fec27194ff,2022-01-30T13:52:20.790Z,2022-01-30T13:52:47.000Z,d8418d60-81d3-11ec-b2a0-41fec27194ff,1897,3,Europa,
470b53d0-81d3-11ec-b2a0-41fec27194ff,6c78a050-81d3-11ec-b2a0-41fec27194ff,2022-01-30T13:49:19.957Z,2022-01-30T13:49:50.000Z,6c78a050-81d3-11ec-b2a0-41fec27194ff,1892,3,"Austria-Ungheria, Germania",
05284310-81d3-11ec-b2a0-41fec27194ff,1c0b06d0-81d3-11ec-b2a0-41fec27194ff,2022-01-30T13:47:05.021Z,2022-01-30T13:48:14.000Z,1c0b06d0-81d3-11ec-b2a0-41fec27194ff,1891,"febbraio 1892","Austria-Ungheria, Germania",
a98406c0-81d2-11ec-b2a0-41fec27194ff,c698a310-81d2-11ec-b2a0-41fec27194ff,2022-01-30T13:44:41.665Z,2022-01-30T13:45:19.000Z,c698a310-81d2-11ec-b2a0-41fec27194ff,1891,2,"Austria-Ungheria, Germania",
b7a255a0-81d1-11ec-b2a0-41fec27194ff,d3344990-81d1-11ec-b2a0-41fec27194ff,2022-01-30T13:37:53.321Z,2022-01-30T13:38:18.000Z,d3344990-81d1-11ec-b2a0-41fec27194ff,1894,3,"Austria-Ungheria, Germania",
86446520-81d1-11ec-b2a0-41fec27194ff,a76980a0-81d1-11ec-b2a0-41fec27194ff,2022-01-30T13:36:39.850Z,2022-01-30T13:37:04.000Z,a76980a0-81d1-11ec-b2a0-41fec27194ff,1895,3,Europa,
4cf7f7f0-81d1-11ec-b2a0-41fec27194ff,73dcc940-81d1-11ec-b2a0-41fec27194ff,2022-01-30T13:35:13.364Z,2022-01-30T13:35:40.000Z,73dcc940-81d1-11ec-b2a0-41fec27194ff,1898,3,Europa,
4cf7f7f0-81d1-11ec-b2a0-41fec27194ff,6aaaf720-81d1-11ec-b2a0-41fec27194ff,2022-01-30T13:34:57.938Z,2022-01-30T13:35:41.000Z,6aaaf720-81d1-11ec-b2a0-41fec27194ff,1889,3,Europa,
a11f0100-8052-11ec-b9d6-2b0542e2cbae,b3b8f780-8052-11ec-b9d6-2b0542e2cbae,2022-01-28T15:55:23.256Z,2022-01-28T15:55:43.000Z,b3b8f780-8052-11ec-b9d6-2b0542e2cbae,1890,"9 mesi",Austria-Ungheria,
72271400-8052-11ec-b9d6-2b0542e2cbae,83db3e60-8052-11ec-b9d6-2b0542e2cbae,2022-01-28T15:54:02.950Z,2022-01-28T15:54:16.000Z,83db3e60-8052-11ec-b9d6-2b0542e2cbae,1890,1,"Austria, Germania",
5a6561f0-8052-11ec-b9d6-2b0542e2cbae,6a5239d0-8052-11ec-b9d6-2b0542e2cbae,2022-01-28T15:53:20.109Z,2022-01-28T15:53:31.000Z,6a5239d0-8052-11ec-b9d6-2b0542e2cbae,1891,3,Austria-Ungheria,
26e506a0-8052-11ec-b9d6-2b0542e2cbae,3abcfb60-8052-11ec-b9d6-2b0542e2cbae,2022-01-28T15:52:00.278Z,2022-01-28T15:52:13.000Z,3abcfb60-8052-11ec-b9d6-2b0542e2cbae,1895,3,Europa,
f1abd7c0-8051-11ec-b9d6-2b0542e2cbae,1a9a82d0-8052-11ec-b9d6-2b0542e2cbae,2022-01-28T15:51:06.365Z,2022-01-28T15:51:25.000Z,1a9a82d0-8052-11ec-b9d6-2b0542e2cbae,1890,"9 mesi",,
2c6faa10-804f-11ec-b9d6-2b0542e2cbae,e5761470-8051-11ec-b9d6-2b0542e2cbae,2022-01-28T15:49:37.207Z,2022-01-28T15:49:53.000Z,e5761470-8051-11ec-b9d6-2b0542e2cbae,1895,1,"Austria, Ungheria",
2c6faa10-804f-11ec-b9d6-2b0542e2cbae,d74e4520-8051-11ec-b9d6-2b0542e2cbae,2022-01-28T15:49:13.458Z,2022-01-28T15:49:54.000Z,d74e4520-8051-11ec-b9d6-2b0542e2cbae,1892,3,Austria-Ungheria,
d57f0ac0-804e-11ec-b9d6-2b0542e2cbae,211fb2e0-804f-11ec-b9d6-2b0542e2cbae,2022-01-28T15:29:48.814Z,2022-01-28T15:30:02.000Z,211fb2e0-804f-11ec-b9d6-2b0542e2cbae,1899,3,,
6b927ed0-804e-11ec-b9d6-2b0542e2cbae,8c13e040-804e-11ec-b9d6-2b0542e2cbae,2022-01-28T15:25:38.756Z,2022-01-28T15:25:48.000Z,8c13e040-804e-11ec-b9d6-2b0542e2cbae,1898,,Austria,
6b927ed0-804e-11ec-b9d6-2b0542e2cbae,84d552a0-804e-11ec-b9d6-2b0542e2cbae,2022-01-28T15:25:26.602Z,2022-01-28T15:25:49.000Z,84d552a0-804e-11ec-b9d6-2b0542e2cbae,1897,3,"Austria, Italia",
6b927ed0-804e-11ec-b9d6-2b0542e2cbae,7f654370-804e-11ec-b9d6-2b0542e2cbae,2022-01-28T15:25:17.479Z,2022-01-28T15:25:50.000Z,7f654370-804e-11ec-b9d6-2b0542e2cbae,1894,1,Austria,
1ba782d0-804e-11ec-b9d6-2b0542e2cbae,61923920-804e-11ec-b9d6-2b0542e2cbae,2022-01-28T15:24:27.442Z,2022-01-28T15:24:39.000Z,61923920-804e-11ec-b9d6-2b0542e2cbae,1899,3,America,
1ba782d0-804e-11ec-b9d6-2b0542e2cbae,57d516f0-804e-11ec-b9d6-2b0542e2cbae,2022-01-28T15:24:11.103Z,2022-01-28T15:24:39.000Z,57d516f0-804e-11ec-b9d6-2b0542e2cbae,1897,3,Austria,
1ba782d0-804e-11ec-b9d6-2b0542e2cbae,32d7ca50-804e-11ec-b9d6-2b0542e2cbae,2022-01-28T15:23:09.045Z,2022-01-28T15:24:40.000Z,32d7ca50-804e-11ec-b9d6-2b0542e2cbae,1895,3,Europa,Romania
1ba782d0-804e-11ec-b9d6-2b0542e2cbae,2c2d6660-804e-11ec-b9d6-2b0542e2cbae,2022-01-28T15:22:57.862Z,2022-01-28T15:24:41.000Z,2c2d6660-804e-11ec-b9d6-2b0542e2cbae,1891,3,Asia,
fef48e80-804d-11ec-b9d6-2b0542e2cbae,1269f0e0-804e-11ec-b9d6-2b0542e2cbae,2022-01-28T15:22:14.638Z,2022-01-28T15:22:28.000Z,1269f0e0-804e-11ec-b9d6-2b0542e2cbae,1892,3,Austria-Ungheria,
9b273d80-804d-11ec-b9d6-2b0542e2cbae,b046a660-804d-11ec-b9d6-2b0542e2cbae,2022-01-28T15:19:29.990Z,2022-01-28T15:19:43.000Z,b046a660-804d-11ec-b9d6-2b0542e2cbae,1890,3,Austria,
66ed7d40-804d-11ec-b9d6-2b0542e2cbae,7e6ecaf0-804d-11ec-b9d6-2b0542e2cbae,2022-01-28T15:18:06.367Z,2022-01-28T15:18:18.000Z,7e6ecaf0-804d-11ec-b9d6-2b0542e2cbae,1891,1,Austria,
13764d40-804d-11ec-b9d6-2b0542e2cbae,59bf2920-804d-11ec-b9d6-2b0542e2cbae,2022-01-28T15:17:04.818Z,2022-01-28T15:17:22.000Z,59bf2920-804d-11ec-b9d6-2b0542e2cbae,1898,1,Europa,
13764d40-804d-11ec-b9d6-2b0542e2cbae,52a86ed0-804d-11ec-b9d6-2b0542e2cbae,2022-01-28T15:16:52.925Z,2022-01-28T15:17:22.000Z,52a86ed0-804d-11ec-b9d6-2b0542e2cbae,1895,1,Austria-Ungheria,
13764d40-804d-11ec-b9d6-2b0542e2cbae,44c374e0-804d-11ec-b9d6-2b0542e2cbae,2022-01-28T15:16:29.614Z,2022-01-28T15:17:23.000Z,44c374e0-804d-11ec-b9d6-2b0542e2cbae,1893,"6 mesi",Austria-Ungheria,
13764d40-804d-11ec-b9d6-2b0542e2cbae,3c826b60-804d-11ec-b9d6-2b0542e2cbae,2022-01-28T15:16:15.766Z,2022-01-28T15:17:24.000Z,3c826b60-804d-11ec-b9d6-2b0542e2cbae,1892,1,Austria,
13764d40-804d-11ec-b9d6-2b0542e2cbae,34a9c0a0-804d-11ec-b9d6-2b0542e2cbae,2022-01-28T15:16:02.602Z,2022-01-28T15:17:24.000Z,34a9c0a0-804d-11ec-b9d6-2b0542e2cbae,1891,"3 mesi","Austria-Ungheria, Germania",
13764d40-804d-11ec-b9d6-2b0542e2cbae,2d1264a0-804d-11ec-b9d6-2b0542e2cbae,2022-01-28T15:15:49.866Z,2022-01-28T15:17:25.000Z,2d1264a0-804d-11ec-b9d6-2b0542e2cbae,1891,"3 mesi","Austria-Ungheria, Germania",
c2e80c60-804c-11ec-b9d6-2b0542e2cbae,099b42d0-804d-11ec-b9d6-2b0542e2cbae,2022-01-28T15:14:50.365Z,2022-01-28T15:15:02.000Z,099b42d0-804d-11ec-b9d6-2b0542e2cbae,1896,3,"Austria-Ungheria, Germania",
c2e80c60-804c-11ec-b9d6-2b0542e2cbae,031f1ad0-804d-11ec-b9d6-2b0542e2cbae,2022-01-28T15:14:39.485Z,2022-01-28T15:15:03.000Z,031f1ad0-804d-11ec-b9d6-2b0542e2cbae,1891,1,Austria-Ungheria,
c2e80c60-804c-11ec-b9d6-2b0542e2cbae,fae898a0-804c-11ec-b9d6-2b0542e2cbae,2022-01-28T15:14:25.706Z,2022-01-28T15:15:04.000Z,fae898a0-804c-11ec-b9d6-2b0542e2cbae,1890,"8 mesi",,
4ee96070-804c-11ec-b9d6-2b0542e2cbae,920454f0-804c-11ec-b9d6-2b0542e2cbae,2022-01-28T15:11:29.727Z,2022-01-28T15:11:43.000Z,920454f0-804c-11ec-b9d6-2b0542e2cbae,1895,3,Europa,
0490c8b0-804c-11ec-b9d6-2b0542e2cbae,1d737b20-804c-11ec-b9d6-2b0542e2cbae,2022-01-28T15:08:14.162Z,2022-01-28T15:08:32.000Z,1d737b20-804c-11ec-b9d6-2b0542e2cbae,1890,"10 mesi",,
c7c0b300-804b-11ec-b9d6-2b0542e2cbae,f84a1570-804b-11ec-b9d6-2b0542e2cbae,2022-01-28T15:07:11.815Z,2022-01-28T15:07:25.000Z,f84a1570-804b-11ec-b9d6-2b0542e2cbae,1899,3,Europa,
c7c0b300-804b-11ec-b9d6-2b0542e2cbae,efa87560-804b-11ec-b9d6-2b0542e2cbae,2022-01-28T15:06:57.334Z,2022-01-28T15:07:26.000Z,efa87560-804b-11ec-b9d6-2b0542e2cbae,1896,3,Austria-Ungheria,
c7c0b300-804b-11ec-b9d6-2b0542e2cbae,ea1092e0-804b-11ec-b9d6-2b0542e2cbae,2022-01-28T15:06:47.950Z,2022-01-28T15:07:26.000Z,ea1092e0-804b-11ec-b9d6-2b0542e2cbae,1894,3,Europa,
c7c0b300-804b-11ec-b9d6-2b0542e2cbae,e3c2f4f0-804b-11ec-b9d6-2b0542e2cbae,2022-01-28T15:06:37.375Z,2022-01-28T15:07:27.000Z,e3c2f4f0-804b-11ec-b9d6-2b0542e2cbae,1892,3,Austria-Ungheria,
c7c0b300-804b-11ec-b9d6-2b0542e2cbae,dcceb6c0-804b-11ec-b9d6-2b0542e2cbae,2022-01-28T15:06:25.708Z,2022-01-28T15:07:28.000Z,dcceb6c0-804b-11ec-b9d6-2b0542e2cbae,1890,1,"Austria-Ungheria, Germania",
ad5b7f40-804b-11ec-b9d6-2b0542e2cbae,be812540-804b-11ec-b9d6-2b0542e2cbae,2022-01-28T15:05:34.868Z,2022-01-28T15:05:49.000Z,be812540-804b-11ec-b9d6-2b0542e2cbae,1890,3,America,
73d95c10-804b-11ec-b9d6-2b0542e2cbae,8af02820-804b-11ec-b9d6-2b0542e2cbae,2022-01-28T15:04:08.354Z,2022-01-28T15:04:20.000Z,8af02820-804b-11ec-b9d6-2b0542e2cbae,1892,3,Europa,
48671360-804b-11ec-b9d6-2b0542e2cbae,6a1b4f80-804b-11ec-b9d6-2b0542e2cbae,2022-01-28T15:03:13.272Z,2022-01-28T15:03:26.000Z,6a1b4f80-804b-11ec-b9d6-2b0542e2cbae,1900,3,Europa,
48671360-804b-11ec-b9d6-2b0542e2cbae,5d422040-804b-11ec-b9d6-2b0542e2cbae,2022-01-28T15:02:51.716Z,2022-01-28T15:03:27.000Z,5d422040-804b-11ec-b9d6-2b0542e2cbae,1891,"9 mesi",Europa,
e686ec60-804a-11ec-b9d6-2b0542e2cbae,0a526fc0-804b-11ec-b9d6-2b0542e2cbae,2022-01-28T15:00:32.572Z,2022-01-28T15:00:48.000Z,0a526fc0-804b-11ec-b9d6-2b0542e2cbae,1899,3,"Austria-Ungheria, Germania",
e686ec60-804a-11ec-b9d6-2b0542e2cbae,02c57400-804b-11ec-b9d6-2b0542e2cbae,2022-01-28T15:00:19.904Z,2022-01-28T15:00:48.000Z,02c57400-804b-11ec-b9d6-2b0542e2cbae,1896,3,"Austria-Ungheria, Germania",
e686ec60-804a-11ec-b9d6-2b0542e2cbae,fbb0b580-804a-11ec-b9d6-2b0542e2cbae,2022-01-28T15:00:08.024Z,2022-01-28T15:00:49.000Z,fbb0b580-804a-11ec-b9d6-2b0542e2cbae,1891,1,"Austria-Ungheria, Germania",
bc952930-804a-11ec-b9d6-2b0542e2cbae,da169110-804a-11ec-b9d6-2b0542e2cbae,2022-01-28T14:59:11.649Z,2022-01-28T14:59:26.000Z,da169110-804a-11ec-b9d6-2b0542e2cbae,1895,1,"Austria-Ungheria, Germania, Italia",
5d2abd20-804a-11ec-b9d6-2b0542e2cbae,7d6f63b0-804a-11ec-b9d6-2b0542e2cbae,2022-01-28T14:56:36.203Z,2022-01-28T14:56:50.000Z,7d6f63b0-804a-11ec-b9d6-2b0542e2cbae,1898,1,Austria-Ungheria,
5d2abd20-804a-11ec-b9d6-2b0542e2cbae,78d0d550-804a-11ec-b9d6-2b0542e2cbae,2022-01-28T14:56:28.453Z,2022-01-28T14:56:51.000Z,78d0d550-804a-11ec-b9d6-2b0542e2cbae,1893,1,Europa,
05b424f0-804a-11ec-b9d6-2b0542e2cbae,39b57010-804a-11ec-b9d6-2b0542e2cbae,2022-01-28T14:54:42.577Z,2022-01-28T14:54:56.000Z,39b57010-804a-11ec-b9d6-2b0542e2cbae,1890,1,Europa,
dfe29860-8049-11ec-b9d6-2b0542e2cbae,fc46d070-8049-11ec-b9d6-2b0542e2cbae,2022-01-28T14:52:59.511Z,2022-01-28T14:53:12.000Z,fc46d070-8049-11ec-b9d6-2b0542e2cbae,1897,3,Austria-Ungheria,
dfe29860-8049-11ec-b9d6-2b0542e2cbae,f5c3f1b0-8049-11ec-b9d6-2b0542e2cbae,2022-01-28T14:52:48.587Z,2022-01-28T14:53:13.000Z,f5c3f1b0-8049-11ec-b9d6-2b0542e2cbae,1893,3,Austria-Ungheria,
c30ab6f0-8049-11ec-b9d6-2b0542e2cbae,d73a4190-8049-11ec-b9d6-2b0542e2cbae,2022-01-28T14:51:57.353Z,2022-01-28T14:52:09.000Z,d73a4190-8049-11ec-b9d6-2b0542e2cbae,1893,3,Europa,
8d243110-8049-11ec-b9d6-2b0542e2cbae,a1290230-8049-11ec-b9d6-2b0542e2cbae,2022-01-28T14:50:26.643Z,2022-01-28T14:50:43.000Z,a1290230-8049-11ec-b9d6-2b0542e2cbae,1900,3,Europa,
5ac4af10-8049-11ec-b9d6-2b0542e2cbae,790177b0-8049-11ec-b9d6-2b0542e2cbae,2022-01-28T14:49:19.275Z,2022-01-28T14:49:50.000Z,790177b0-8049-11ec-b9d6-2b0542e2cbae,1896,3,Europa,
5ac4af10-8049-11ec-b9d6-2b0542e2cbae,72495820-8049-11ec-b9d6-2b0542e2cbae,2022-01-28T14:49:08.002Z,2022-01-28T14:49:51.000Z,72495820-8049-11ec-b9d6-2b0542e2cbae,1891,3,Austria-Ungheria,
0cb88530-8049-11ec-b9d6-2b0542e2cbae,50167620-8049-11ec-b9d6-2b0542e2cbae,2022-01-28T14:48:10.626Z,2022-01-28T14:48:25.000Z,50167620-8049-11ec-b9d6-2b0542e2cbae,1891,1,,
e3b76390-8048-11ec-b9d6-2b0542e2cbae,0342a530-8049-11ec-b9d6-2b0542e2cbae,2022-01-28T14:46:01.731Z,2022-01-28T14:46:15.000Z,0342a530-8049-11ec-b9d6-2b0542e2cbae,1901,3,Europa,
e3b76390-8048-11ec-b9d6-2b0542e2cbae,fd0d4a30-8048-11ec-b9d6-2b0542e2cbae,2022-01-28T14:45:51.315Z,2022-01-28T14:46:15.000Z,fd0d4a30-8048-11ec-b9d6-2b0542e2cbae,1898,3,Austria-Ungheria,
e3b76390-8048-11ec-b9d6-2b0542e2cbae,f5eddd50-8048-11ec-b9d6-2b0542e2cbae,2022-01-28T14:45:39.365Z,2022-01-28T14:46:16.000Z,f5eddd50-8048-11ec-b9d6-2b0542e2cbae,1895,3,Europa,
abc8ffc0-8048-11ec-b9d6-2b0542e2cbae,c14bbe50-8048-11ec-b9d6-2b0542e2cbae,2022-01-28T14:44:11.061Z,2022-01-28T14:44:23.000Z,c14bbe50-8048-11ec-b9d6-2b0542e2cbae,1895,3,"Austria-Ungheria, Germania",
83c529e0-8048-11ec-b9d6-2b0542e2cbae,a1a57aa0-8048-11ec-b9d6-2b0542e2cbae,2022-01-28T14:43:17.962Z,2022-01-28T14:43:33.000Z,a1a57aa0-8048-11ec-b9d6-2b0542e2cbae,1896,3,Austria-Ungheria,
5016b9b0-8048-11ec-b9d6-2b0542e2cbae,69c7b8a0-8048-11ec-b9d6-2b0542e2cbae,2022-01-28T14:41:44.234Z,2022-01-28T14:42:26.000Z,69c7b8a0-8048-11ec-b9d6-2b0542e2cbae,1890,"6 mesi",,
261761f0-8048-11ec-b9d6-2b0542e2cbae,45333ff0-8048-11ec-b9d6-2b0542e2cbae,2022-01-28T14:40:42.863Z,2022-01-28T14:40:57.000Z,45333ff0-8048-11ec-b9d6-2b0542e2cbae,1892,3,Germania,
fa993260-8047-11ec-b9d6-2b0542e2cbae,1c0a7210-8048-11ec-b9d6-2b0542e2cbae,2022-01-28T14:39:33.809Z,2022-01-28T14:39:49.000Z,1c0a7210-8048-11ec-b9d6-2b0542e2cbae,1898,3,"Austria-Ungheria, Germania",
074aee60-8046-11ec-8b26-c33a4523671b,37573190-8046-11ec-8bd5-b77c88f73dae,2022-01-28T14:26:00.617Z,2022-01-28T14:26:12.000Z,37573190-8046-11ec-8bd5-b77c88f73dae,1893,3,Europa,
126f4b10-802d-11ec-8b26-c33a4523671b,2d4c46e0-802d-11ec-8b26-c33a4523671b,2022-01-28T11:26:46.350Z,2022-01-28T11:27:02.000Z,2d4c46e0-802d-11ec-8b26-c33a4523671b,1894,3,Europa,
126f4b10-802d-11ec-8b26-c33a4523671b,24271ef0-802d-11ec-8b26-c33a4523671b,2022-01-28T11:26:31.007Z,2022-01-28T11:27:02.000Z,24271ef0-802d-11ec-8b26-c33a4523671b,1890,1,Austria-Ungheria,
fe33e0f0-8029-11ec-a0cd-73c2a584e421,22655210-802a-11ec-a0cd-73c2a584e421,2022-01-28T11:04:59.569Z,2022-01-28T11:05:11.000Z,22655210-802a-11ec-a0cd-73c2a584e421,1898,1,Europa,
fe33e0f0-8029-11ec-a0cd-73c2a584e421,1a8af9a0-802a-11ec-a0cd-73c2a584e421,2022-01-28T11:04:46.394Z,2022-01-28T11:05:11.000Z,1a8af9a0-802a-11ec-a0cd-73c2a584e421,1893,1,Europa,
fe33e0f0-8029-11ec-a0cd-73c2a584e421,1467c710-802a-11ec-a0cd-73c2a584e421,2022-01-28T11:04:36.097Z,2022-01-28T11:05:12.000Z,1467c710-802a-11ec-a0cd-73c2a584e421,1892,1,Europa,
bcdd9c50-8028-11ec-a0cd-73c2a584e421,d0f4bcf0-8028-11ec-a0cd-73c2a584e421,2022-01-28T10:55:33.439Z,2022-01-28T10:55:49.000Z,d0f4bcf0-8028-11ec-a0cd-73c2a584e421,1890,3,America,
